ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-01-19,928206.6387041262,736132.5294067905,786261.9539561472,928120.7863791573,928299.1320823485,-167613.93588380472,-167613.93588380472,-167613.93588380472,-167613.93588380472,-167613.93588380472,-167613.93588380472,0.0,0.0,0.0,760592.7028203215
2018-01-20,928336.22192315,727995.2986750923,777643.5605681102,928247.7406553911,928431.8814822845,-176717.99385570997,-176717.99385570997,-176717.99385570997,-176717.99385570997,-176717.99385570997,-176717.99385570997,0.0,0.0,0.0,751618.22806744
2018-01-21,928465.8051421737,716981.7943249868,765759.6702234885,928374.1309390533,928564.9159552001,-185809.4388883548,-185809.4388883548,-185809.4388883548,-185809.4388883548,-185809.4388883548,-185809.4388883548,0.0,0.0,0.0,742656.3662538189
2018-01-22,928595.3883611972,707908.5500037308,757707.4970432329,928498.6440976078,928698.0656270444,-194597.2981887191,-194597.2981887191,-194597.2981887191,-194597.2981887191,-194597.2981887191,-194597.2981887191,0.0,0.0,0.0,733998.0901724781
2018-01-23,928724.971580221,700833.9996580813,751167.0334143253,928623.3298797277,928834.0395674346,-202799.30771662734,-202799.30771662734,-202799.30771662734,-202799.30771662734,-202799.30771662734,-202799.30771662734,0.0,0.0,0.0,725925.6638635936
2018-01-24,928854.5547992446,693680.3890724543,742141.6681151295,928748.63196277,928970.3947578266,-210149.0933006871,-210149.0933006871,-210149.0933006871,-210149.0933006871,-210149.0933006871,-210149.0933006871,0.0,0.0,0.0,718705.4614985576
2018-01-25,928984.1380182683,688381.3082154067,737697.980517057,928874.1299223679,929105.564410386,-216402.88942259122,-216402.88942259122,-216402.88942259122,-216402.88942259122,-216402.88942259122,-216402.88942259122,0.0,0.0,0.0,712581.2485956771
2018-01-26,929113.721237292,682423.2169523407,732152.4237810596,928998.8238926849,929241.1608112231,-221345.61802426813,-221345.61802426813,-221345.61802426813,-221345.61802426813,-221345.61802426813,-221345.61802426813,0.0,0.0,0.0,707768.1032130239
2018-01-27,929243.3044563157,680411.3055562825,727420.4344007726,929123.5682853145,929375.8114970172,-224796.16847541573,-224796.16847541573,-224796.16847541573,-224796.16847541573,-224796.16847541573,-224796.16847541573,0.0,0.0,0.0,704447.1359808999
2018-01-28,929372.8876753395,679161.0115466357,728629.4168953719,929248.3479309849,929508.413189327,-226611.7429658432,-226611.7429658432,-226611.7429658432,-226611.7429658432,-226611.7429658432,-226611.7429658432,0.0,0.0,0.0,702761.1447094963
2018-01-29,929502.4708943631,678777.7333835538,727740.3114825595,929373.3985886311,929640.9685526014,-226691.15837445372,-226691.15837445372,-226691.15837445372,-226691.15837445372,-226691.15837445372,-226691.15837445372,0.0,0.0,0.0,702811.3125199093
2018-01-30,929632.0541133868,679466.7622770354,729789.0429616892,929497.5997739529,929777.9947449279,-224977.02532504327,-224977.02532504327,-224977.02532504327,-224977.02532504327,-224977.02532504327,-224977.02532504327,0.0,0.0,0.0,704655.0287883435
2018-01-31,929761.6373324104,681853.3865567202,734611.1799489276,929622.334552723,929910.922062203,-221456.7568038257,-221456.7568038257,-221456.7568038257,-221456.7568038257,-221456.7568038257,-221456.7568038257,0.0,0.0,0.0,708304.8805285847
2018-02-01,929891.2205514341,687913.823714383,737277.7809269261,929746.7845456391,930042.7410088456,-216162.3914669623,-216162.3914669623,-216162.3914669623,-216162.3914669623,-216162.3914669623,-216162.3914669623,0.0,0.0,0.0,713728.8290844718
2018-02-02,930020.8037704577,698184.8809349551,745518.7836834949,929871.6816849038,930175.6101672561,-209169.24965861335,-209169.24965861335,-209169.24965861335,-209169.24965861335,-209169.24965861335,-209169.24965861335,0.0,0.0,0.0,720851.5541118444
2018-02-03,930150.3869894815,702394.8340619149,752626.5348563961,929996.5808039522,930309.4816097947,-200593.47225242906,-200593.47225242906,-200593.47225242906,-200593.47225242906,-200593.47225242906,-200593.47225242906,0.0,0.0,0.0,729556.9147370525
2018-02-04,930279.9702085052,715791.2718254053,764818.3192928066,930123.783262589,930442.9713404075,-190588.52280403904,-190588.52280403904,-190588.52280403904,-190588.52280403904,-190588.52280403904,-190588.52280403904,0.0,0.0,0.0,739691.4474044661
2018-02-05,930409.5534275289,727529.1306000223,775161.5301650272,930250.1554075798,930576.6658245942,-179340.76129931002,-179340.76129931002,-179340.76129931002,-179340.76129931002,-179340.76129931002,-179340.76129931002,0.0,0.0,0.0,751068.7921282189
2018-02-06,930539.1366465526,739050.9001320034,787514.9957228509,930375.9031471858,930709.9634702932,-167064.22222911334,-167064.22222911334,-167064.22222911334,-167064.22222911334,-167064.22222911334,-167064.22222911334,0.0,0.0,0.0,763474.9144174393
2018-02-07,930668.7198655762,750399.0340797136,800224.2331097459,930502.200360015,930844.056526592,-153994.75013386377,-153994.75013386377,-153994.75013386377,-153994.75013386377,-153994.75013386377,-153994.75013386377,0.0,0.0,0.0,776673.9697317125
2018-02-08,930798.3030846,765501.4363365085,815349.1543216468,930625.5238201593,930977.2374001404,-140383.66159585078,-140383.66159585078,-140383.66159585078,-140383.66159585078,-140383.66159585078,-140383.66159585078,0.0,0.0,0.0,790414.6414887493
2018-02-09,930927.8863036237,779312.0874261678,827826.3946403201,930751.3567650348,931109.9666654652,-126491.11348778883,-126491.11348778883,-126491.11348778883,-126491.11348778883,-126491.11348778883,-126491.11348778883,0.0,0.0,0.0,804436.7728158348
2018-02-10,931057.4695226474,794589.1965935634,842133.2145980042,930874.2291887831,931242.2312739008,-112579.36286122532,-112579.36286122532,-112579.36286122532,-112579.36286122532,-112579.36286122532,-112579.36286122532,0.0,0.0,0.0,818478.1066614222
2018-02-11,931187.052741671,807953.8779965955,857097.3449755122,930997.458301613,931373.855830033,-98906.10405329987,-98906.10405329987,-98906.10405329987,-98906.10405329987,-98906.10405329987,-98906.10405329987,0.0,0.0,0.0,832280.9486883711
2018-02-12,931316.6359606946,819858.0672269595,869592.0249360474,931123.0742245881,931507.9618436241,-85718.06346546115,-85718.06346546115,-85718.06346546115,-85718.06346546115,-85718.06346546115,-85718.06346546115,0.0,0.0,0.0,845598.5724952335
2018-02-13,931446.2191797184,834826.3295398345,882650.8551309016,931246.9446476994,931641.4995385648,-73245.02222272591,-73245.02222272591,-73245.02222272591,-73245.02222272591,-73245.02222272591,-73245.02222272591,0.0,0.0,0.0,858201.1969569925
2018-02-14,931575.8023987421,844233.2698345438,895701.3344235724,931371.3068853405,931777.700505924,-61694.42191366212,-61694.42191366212,-61694.42191366212,-61694.42191366212,-61694.42191366212,-61694.42191366212,0.0,0.0,0.0,869881.38048508
2018-02-15,931705.3856177657,856138.7965438595,905116.5554034341,931495.8795821423,931914.9686050693,-51246.68932790342,-51246.68932790342,-51246.68932790342,-51246.68932790342,-51246.68932790342,-51246.68932790342,0.0,0.0,0.0,880458.6962898623
2018-02-16,931834.9688367895,864359.3096025988,915144.9633187313,931621.1583372701,932049.1105732231,-42051.39316981641,-42051.39316981641,-42051.39316981641,-42051.39316981641,-42051.39316981641,-42051.39316981641,0.0,0.0,0.0,889783.5756669731
2018-02-17,931964.5520558131,873168.4646872166,922436.6280995852,931744.2291106235,932185.0500134864,-34224.31984456731,-34224.31984456731,-34224.31984456731,-34224.31984456731,-34224.31984456731,-34224.31984456731,0.0,0.0,0.0,897740.2322112458
2018-02-18,932094.1352748369,879681.5576469144,929536.5450237545,931866.9412510376,932320.9181625547,-27845.5273903003,-27845.5273903003,-27845.5273903003,-27845.5273903003,-27845.5273903003,-27845.5273903003,0.0,0.0,0.0,904248.6078845366
2018-02-19,932223.7184938606,885298.7656917075,934283.1022005051,931990.0772921601,932456.4561849565,-22958.407317554407,-22958.407317554407,-22958.407317554407,-22958.407317554407,-22958.407317554407,-22958.407317554407,0.0,0.0,0.0,909265.3111763061
2018-02-20,932353.3017128841,888768.2086107729,937454.471765538,932113.2934774269,932591.9942073581,-19569.75440577122,-19569.75440577122,-19569.75440577122,-19569.75440577122,-19569.75440577122,-19569.75440577122,0.0,0.0,0.0,912783.5473071128
2018-02-21,932482.8849319079,889834.1411120131,940266.6624047793,932235.9820320279,932727.9392204338,-17650.815281248983,-17650.815281248983,-17650.815281248983,-17650.815281248983,-17650.815281248983,-17650.815281248983,0.0,0.0,0.0,914832.0696506589
2018-02-22,932612.4681509315,888756.99948234,939121.3310295808,932359.5679834837,932863.5179311269,-17139.258732344228,-17139.258732344228,-17139.258732344228,-17139.258732344228,-17139.258732344228,-17139.258732344228,0.0,0.0,0.0,915473.2094185873
2018-02-23,932742.0513699552,889632.7726623849,937727.1700710837,932482.5218379267,932997.9807433548,-17941.985023467812,-17941.985023467812,-17941.985023467812,-17941.985023467812,-17941.985023467812,-17941.985023467812,0.0,0.0,0.0,914800.0663464874
2018-02-24,932871.634588979,888178.4499696554,936417.1214917862,932604.5016518356,933131.9456025021,-19938.668694333148,-19938.668694333148,-19938.668694333148,-19938.668694333148,-19938.668694333148,-19938.668694333148,0.0,0.0,0.0,912932.9658946458
2018-02-25,933001.2178080026,885974.3583050483,935797.3741970947,932729.4610550873,933268.6755309601,-22985.910127243864,-22985.910127243864,-22985.910127243864,-22985.910127243864,-22985.910127243864,-22985.910127243864,0.0,0.0,0.0,910015.3076807588
2018-02-26,933130.8010270264,882175.2474856986,931056.4613226263,932853.3143618065,933402.8590538567,-26921.856066971886,-26921.856066971886,-26921.856066971886,-26921.856066971886,-26921.856066971886,-26921.856066971886,0.0,0.0,0.0,906208.9449600545
2018-02-27,933260.38424605,879127.536525712,926971.7599352209,932976.8645521373,933533.2699596037,-31571.138697101713,-31571.138697101713,-31571.138697101713,-31571.138697101713,-31571.138697101713,-31571.138697101713,0.0,0.0,0.0,901689.2455489483
2018-02-28,933389.9674650737,871596.5908505906,921286.6280753999,933100.1041747136,933666.9382209406,-36749.97706969569,-36749.97706969569,-36749.97706969569,-36749.97706969569,-36749.97706969569,-36749.97706969569,0.0,0.0,0.0,896639.990395378
2018-03-01,933519.5506840973,867287.8700396627,916165.3506872277,933223.5989373701,933800.6064822773,-42271.28378183167,-42271.28378183167,-42271.28378183167,-42271.28378183167,-42271.28378183167,-42271.28378183167,0.0,0.0,0.0,891248.2669022657
2018-03-02,933649.1339031211,860947.8498463201,909956.5615322196,933347.2928585985,933934.2747436144,-47949.623745702454,-47949.623745702454,-47949.623745702454,-47949.623745702454,-47949.623745702454,-47949.623745702454,0.0,0.0,0.0,885699.5101574187
2018-03-03,933778.7171221446,855688.0342228335,905408.7273036618,933472.7018135719,934068.000026784,-53605.880536951176,-53605.880536951176,-53605.880536951176,-53605.880536951176,-53605.880536951176,-53605.880536951176,0.0,0.0,0.0,880172.8365851935
2018-03-04,933908.3003411684,850000.2297147271,901184.3124584198,933596.3063895383,934202.216872638,-59071.498794164065,-59071.498794164065,-59071.498794164065,-59071.498794164065,-59071.498794164065,-59071.498794164065,0.0,0.0,0.0,874836.8015470044
2018-03-05,934037.8835601921,844388.3434673356,894119.9700984063,933719.7594682652,934337.0015164386,-64192.18802857424,-64192.18802857424,-64192.18802857424,-64192.18802857424,-64192.18802857424,-64192.18802857424,0.0,0.0,0.0,869845.6955316179
2018-03-06,934167.4667792158,840396.8782548074,890153.7532837184,933844.310339512,934475.3537408261,-68830.99340866914,-68830.99340866914,-68830.99340866914,-68830.99340866914,-68830.99340866914,-68830.99340866914,0.0,0.0,0.0,865336.4733705467
2018-03-07,934297.0499982395,835676.5865277392,884771.7886594193,933969.0888062833,934607.1721072911,-72870.66193805354,-72870.66193805354,-72870.66193805354,-72870.66193805354,-72870.66193805354,-72870.66193805354,0.0,0.0,0.0,861426.388060186
2018-03-08,934426.633217263,831540.3622443904,882750.7236257351,934095.3945607503,934738.9904737559,-76215.25719162692,-76215.25719162692,-76215.25719162692,-76215.25719162692,-76215.25719162692,-76215.25719162692,0.0,0.0,0.0,858211.3760256361
2018-03-09,934556.2164362869,831324.5259481526,878508.2625293791,934221.6965969971,934871.2833671963,-78791.00161276279,-78791.00161276279,-78791.00161276279,-78791.00161276279,-78791.00161276279,-78791.00161276279,0.0,0.0,0.0,855765.2148235241
2018-03-10,934685.7996553105,828565.4962281114,876991.4818640578,934344.1115599601,935005.8519549489,-80546.35146499063,-80546.35146499063,-80546.35146499063,-80546.35146499063,-80546.35146499063,-80546.35146499063,0.0,0.0,0.0,854139.4481903198
2018-03-11,934815.3828743343,829217.903944846,880377.299169077,934466.0122040148,935144.8311007943,-81451.33504043407,-81451.33504043407,-81451.33504043407,-81451.33504043407,-81451.33504043407,-81451.33504043407,0.0,0.0,0.0,853364.0478339003
2018-03-12,934944.9660933579,830655.1840042423,878214.2095546364,934589.9426871301,935279.475600015,-81496.2088383243,-81496.2088383243,-81496.2088383243,-81496.2088383243,-81496.2088383243,-81496.2088383243,0.0,0.0,0.0,853448.7572550336
2018-03-13,935074.5493123815,829263.6656681027,879843.6362462007,934713.8384242168,935414.184544228,-80689.50837550049,-80689.50837550049,-80689.50837550049,-80689.50837550049,-80689.50837550049,-80689.50837550049,0.0,0.0,0.0,854385.0409368811
2018-03-14,935204.1325314053,831279.0099011286,880462.504250427,934836.0589666393,935547.6538791145,-79055.58938330985,-79055.58938330985,-79055.58938330985,-79055.58938330985,-79055.58938330985,-79055.58938330985,0.0,0.0,0.0,856148.5431480955
2018-03-15,935333.715750429,834703.2343042487,884232.4664224135,934958.4333835357,935682.4759017887,-76631.7707814307,-76631.7707814307,-76631.7707814307,-76631.7707814307,-76631.7707814307,-76631.7707814307,0.0,0.0,0.0,858701.9449689982
2018-03-16,935463.2989694526,836567.3898075406,886363.5267653096,935082.825311475,935816.5810689763,-73465.2025137072,-73465.2025137072,-73465.2025137072,-73465.2025137072,-73465.2025137072,-73465.2025137072,0.0,0.0,0.0,861998.0964557454
2018-03-17,935592.8821884763,841824.696471815,890071.4901793503,935209.8066925289,935952.751145767,-69609.588721533,-69609.588721533,-69609.588721533,-69609.588721533,-69609.588721533,-69609.588721533,0.0,0.0,0.0,865983.2934669433
2018-03-18,935722.4654075,845997.4017970772,895484.6917736203,935335.7176725355,936088.3474487656,-65121.89959825118,-65121.89959825118,-65121.89959825118,-65121.89959825118,-65121.89959825118,-65121.89959825118,0.0,0.0,0.0,870600.5658092488
2018-03-19,935852.0486265237,851615.3381006814,902946.7058453825,935460.2918508361,936224.7219830683,-60059.20353596085,-60059.20353596085,-60059.20353596085,-60059.20353596085,-60059.20353596085,-60059.20353596085,0.0,0.0,0.0,875792.8450905628
2018-03-20,935981.6318455475,853776.853604491,904281.2913229371,935580.7424284607,936363.205637298,-54475.7449171873,-54475.7449171873,-54475.7449171873,-54475.7449171873,-54475.7449171873,-54475.7449171873,0.0,0.0,0.0,881505.8869283602
2018-03-21,936111.215064571,863040.0959925083,911858.5819494925,935703.347245109,936498.0581553688,-48420.38233574354,-48420.38233574354,-48420.38233574354,-48420.38233574354,-48420.38233574354,-48420.38233574354,0.0,0.0,0.0,887690.8327288275
2018-03-22,936240.7982835948,870040.4695087852,920229.4946062982,935829.6841799025,936633.7483523878,-41934.48750880116,-41934.48750880116,-41934.48750880116,-41934.48750880116,-41934.48750880116,-41934.48750880116,0.0,0.0,0.0,894306.3107747936
2018-03-23,936370.3815026184,875782.871797285,925150.6066173016,935949.5097187753,936775.174003065,-35050.38715269085,-35050.38715269085,-35050.38715269085,-35050.38715269085,-35050.38715269085,-35050.38715269085,0.0,0.0,0.0,901319.9943499276
2018-03-24,936499.9647216422,883491.9428064472,934546.0112851072,936073.5573956224,936910.3548982589,-27790.409232976053,-27790.409232976053,-27790.409232976053,-27790.409232976053,-27790.409232976053,-27790.409232976053,0.0,0.0,0.0,908709.5554886662
2018-03-25,936629.5479406659,892215.4415718958,942584.7714023191,936197.9562537844,937044.9097357006,-20166.571955243897,-20166.571955243897,-20166.571955243897,-20166.571955243897,-20166.571955243897,-20166.571955243897,0.0,0.0,0.0,916462.9759854219
2018-03-26,936759.1311596894,899490.8363139663,948710.1665021089,936315.9737310387,937179.6523607705,-12180.929402558226,-12180.929402558226,-12180.929402558226,-12180.929402558226,-12180.929402558226,-12180.929402558226,0.0,0.0,0.0,924578.2017571311
2018-03-27,936888.7143787133,909932.2109924837,957077.428099653,936440.0715907976,937314.378256212,-3826.5626584558695,-3826.5626584558695,-3826.5626584558695,-3826.5626584558695,-3826.5626584558695,-3826.5626584558695,0.0,0.0,0.0,933062.1517202574
2018-03-28,937018.2975977368,919594.0756917592,964956.1361830328,936564.2867538366,937446.8552008356,4910.8195833737955,4910.8195833737955,4910.8195833737955,4910.8195833737955,4910.8195833737955,4910.8195833737955,0.0,0.0,0.0,941929.1171811107
2018-03-29,937147.8808167607,927949.1950451311,975603.6473563837,936688.5019168756,937583.3699231959,14050.730699426564,14050.730699426564,14050.730699426564,14050.730699426564,14050.730699426564,14050.730699426564,0.0,0.0,0.0,951198.6115161873
2018-03-30,937277.4640357842,938404.6018739813,986711.2004940709,936808.05772701,937717.7032860317,23615.287796280478,23615.287796280478,23615.287796280478,23615.287796280478,23615.287796280478,23615.287796280478,0.0,0.0,0.0,960892.7518320647
2018-03-31,937407.047254808,946914.8506383076,995282.9041125196,936931.3760711001,937852.0366488679,33626.22634399162,33626.22634399162,33626.22634399162,33626.22634399162,33626.22634399162,33626.22634399162,0.0,0.0,0.0,971033.2735987996
2018-04-01,937536.6304738317,957989.2031553253,1006243.3657957872,937052.6015394421,937987.9595391151,44101.66480055545,44101.66480055545,44101.66480055545,44101.66480055545,44101.66480055545,44101.66480055545,0.0,0.0,0.0,981638.2952743871
2018-04-02,937666.2136928553,966463.2606404992,1018317.9474637827,937169.1593948975,938125.4717303185,55052.748421948665,55052.748421948665,55052.748421948665,55052.748421948665,55052.748421948665,55052.748421948665,0.0,0.0,0.0,992718.962114804
2018-04-03,937795.796911879,979482.7782861922,1028048.5957951106,937288.9438806087,938263.429984571,66480.30933373261,66480.30933373261,66480.30933373261,66480.30933373261,66480.30933373261,66480.30933373261,0.0,0.0,0.0,1004276.1062456116
2018-04-04,937925.3801309027,990947.1718469596,1040151.7381572636,937414.706084531,938400.0367817552,78371.68320784035,78371.68320784035,78371.68320784035,78371.68320784035,78371.68320784035,78371.68320784035,0.0,0.0,0.0,1016297.063338743
2018-04-05,938054.9633499264,1004595.080753066,1053832.3313338275,937540.4682884534,938533.9827786494,90697.82137689351,90697.82137689351,90697.82137689351,90697.82137689351,90697.82137689351,90697.82137689351,0.0,0.0,0.0,1028752.78472682
2018-04-06,938184.5465689499,1015186.1057293493,1068463.4526208367,937661.6830952057,938667.4607758606,103410.8309030627,103410.8309030627,103410.8309030627,103410.8309030627,103410.8309030627,103410.8309030627,0.0,0.0,0.0,1041595.3774720127
2018-04-07,938314.1297879738,1030771.5954043658,1080938.2329615438,937786.6972014721,938802.7025847451,116442.06413981864,116442.06413981864,116442.06413981864,116442.06413981864,116442.06413981864,116442.06413981864,0.0,0.0,0.0,1054756.1939277924
2018-04-08,938443.7130069974,1042630.0547184307,1091844.3480557424,937913.6299657631,938935.5261967059,129700.8639625272,129700.8639625272,129700.8639625272,129700.8639625272,129700.8639625272,129700.8639625272,0.0,0.0,0.0,1068144.5769695246
2018-04-09,938573.2962260211,1055806.2856824454,1106480.1578113104,938039.1368159015,939068.7121497653,143074.05152831887,143074.05152831887,143074.05152831887,143074.05152831887,143074.05152831887,143074.05152831887,0.0,0.0,0.0,1081647.34775434
2018-04-10,938702.8794450448,1071982.1299920538,1119263.6582747423,938161.7578114616,939202.7168687196,156426.2207158094,156426.2207158094,156426.2207158094,156426.2207158094,156426.2207158094,156426.2207158094,0.0,0.0,0.0,1095129.1001608542
2018-04-11,938832.4626640684,1083497.6748276583,1131981.4760455189,938286.4991098773,939337.4815126967,169600.87796344789,169600.87796344789,169600.87796344789,169600.87796344789,169600.87796344789,169600.87796344789,0.0,0.0,0.0,1108433.3406275164
2018-04-12,938962.0458830922,1096568.2852280065,1145825.3270771075,938409.6127473447,939472.5063272291,182422.43884096397,182422.43884096397,182422.43884096397,182422.43884096397,182422.43884096397,182422.43884096397,0.0,0.0,0.0,1121384.4847240562
2018-04-13,939091.6291021159,1109208.1075750003,1158366.2934839742,938531.8630596998,939607.5311417615,194699.06419298568,194699.06419298568,194699.06419298568,194699.06419298568,194699.06419298568,194699.06419298568,0.0,0.0,0.0,1133790.6932951016
2018-04-14,939221.2123211396,1118896.125192619,1169371.6531199776,938654.3401088371,939742.6788662645,206226.28997635306,206226.28997635306,206226.28997635306,206226.28997635306,206226.28997635306,206226.28997635306,0.0,0.0,0.0,1145447.5022974927
2018-04-15,939350.7955401632,1130915.2903463119,1179843.0957911054,938776.3636844099,939877.949500738,216791.37687903026,216791.37687903026,216791.37687903026,216791.37687903026,216791.37687903026,216791.37687903026,0.0,0.0,0.0,1156142.1724191934
2018-04-16,939480.378759187,1141482.74421685,1188122.1938598598,938898.6139967651,940013.5353811557,226178.27936223237,226178.27936223237,226178.27936223237,226178.27936223237,226178.27936223237,226178.27936223237,0.0,0.0,0.0,1165658.6581214194
2018-04-17,939609.9619782106,1151116.0761892574,1198615.0603769692,939020.8643091201,940149.1656619587,234173.10977292893,234173.10977292893,234173.10977292893,234173.10977292893,234173.10977292893,234173.10977292893,0.0,0.0,0.0,1173783.0717511396
2018-04-18,939739.5451972343,1157538.472918906,1205615.325034866,939142.2192574508,940287.5280849021,240569.95243429733,240569.95243429733,240569.95243429733,240569.95243429733,240569.95243429733,240569.95243429733,0.0,0.0,0.0,1180309.4976315317
2018-04-19,939869.1284162579,1159550.6635368797,1208928.9877180813,939263.1257647785,940424.161289342,245176.8658520427,245176.8658520427,245176.8658520427,245176.8658520427,245176.8658520427,245176.8658520427,0.0,0.0,0.0,1185045.9942683007
2018-04-20,939998.7116352817,1163699.3334272841,1213079.3379888572,939387.5823885333,940560.7393310682,247821.89898100065,247821.89898100065,247821.89898100065,247821.89898100065,247821.89898100065,247821.89898100065,0.0,0.0,0.0,1187820.6106162823
2018-04-21,940128.2948543053,1165469.8545410538,1214718.5624234234,939509.8655585408,940699.0643638024,248358.9403515056,248358.9403515056,248358.9403515056,248358.9403515056,248358.9403515056,248358.9403515056,0.0,0.0,0.0,1188487.235205811
2018-04-22,940257.8780733291,1161689.5337442881,1211873.723259085,939632.2403475972,940835.6331001808,246673.21708935138,246673.21708935138,246673.21708935138,246673.21708935138,246673.21708935138,246673.21708935138,0.0,0.0,0.0,1186931.0951626804
2018-04-23,940387.4612923528,1158504.5611417962,1208745.8348363487,939754.6507887053,940970.2185749048,242686.2646421962,242686.2646421962,242686.2646421962,242686.2646421962,242686.2646421962,242686.2646421962,0.0,0.0,0.0,1183073.725934549
2018-04-24,940517.0445113764,1152884.5201576732,1200266.6766058207,939877.7080743457,941104.8040496289,236360.19735780227,236360.19735780227,236360.19735780227,236360.19735780227,236360.19735780227,236360.19735780227,0.0,0.0,0.0,1176877.2418691786
2018-04-25,940646.6277304002,1145269.7128429757,1192660.372910475,940001.6001894252,941239.2239499934,227701.1247783117,227701.1247783117,227701.1247783117,227701.1247783117,227701.1247783117,227701.1247783117,0.0,0.0,0.0,1168347.752508712
2018-04-26,940776.2109494237,1131661.9889993921,1182691.095162941,940125.512727682,941373.5593623738,216761.57829350227,216761.57829350227,216761.57829350227,216761.57829350227,216761.57829350227,216761.57829350227,0.0,0.0,0.0,1157537.789242926
2018-04-27,940905.7941684474,1119956.831556348,1170363.1525567442,940249.3057339292,941507.8947747544,203641.83714533004,203641.83714533004,203641.83714533004,203641.83714533004,203641.83714533004,203641.83714533004,0.0,0.0,0.0,1144547.6313137775
2018-04-28,941035.3773874711,1104712.82670527,1153183.7387476026,940372.9562411885,941643.4323023398,188490.0710707918,188490.0710707918,188490.0710707918,188490.0710707918,188490.0710707918,188490.0710707918,0.0,0.0,0.0,1129525.448458263
2018-04-29,941164.9606064948,1088385.8677840668,1137347.542956793,940491.9616210144,941785.8850048418,171501.24834481,171501.24834481,171501.24834481,171501.24834481,171501.24834481,171501.24834481,0.0,0.0,0.0,1112666.208951305
2018-04-30,941294.5438255186,1068594.1124387458,1117035.098291911,940614.8469813499,941925.0539535896,152914.79177844725,152914.79177844725,152914.79177844725,152914.79177844725,152914.79177844725,152914.79177844725,0.0,0.0,0.0,1094209.335603966
2018-05-01,941424.1270445422,1051676.0693364595,1098843.3808924444,940734.7221308944,942061.7331334642,133011.00038894807,133011.00038894807,133011.00038894807,133011.00038894807,133011.00038894807,133011.00038894807,0.0,0.0,0.0,1074435.1274334902
2018-05-02,941553.7102635659,1029676.8626095807,1077346.5000010615,940855.4228792463,942198.4536234234,112106.2899842797,112106.2899842797,112106.2899842797,112106.2899842797,112106.2899842797,112106.2899842797,0.0,0.0,0.0,1053660.0002478457
2018-05-03,941683.2934825897,1007822.9793018177,1056832.208411774,940975.3305493457,942333.6847275133,90547.340762977,90547.340762977,90547.340762977,90547.340762977,90547.340762977,90547.340762977,0.0,0.0,0.0,1032230.6342455667
2018-05-04,941812.8767016133,985394.9279583778,1037905.3449126929,941098.0870633664,942470.7879733908,68704.2731925929,68704.2731925929,68704.2731925929,68704.2731925929,68704.2731925929,68704.2731925929,0.0,0.0,0.0,1010517.1498942062
2018-05-05,941942.4599206368,964798.7234219626,1013965.7584459438,941221.3699315125,942606.8389085124,46963.003904182995,46963.003904182995,46963.003904182995,46963.003904182995,46963.003904182995,46963.003904182995,0.0,0.0,0.0,988905.4638248199
2018-05-06,942072.0431396606,942556.4108271801,992083.3313123622,941340.0656299812,942742.7744526329,25716.960190659403,25716.960190659403,25716.960190659403,25716.960190659403,25716.960190659403,25716.960190659403,0.0,0.0,0.0,967789.00333032
2018-05-07,942201.6263586843,924083.3296393176,974280.5693367783,941462.2562370963,942884.6958047237,5358.354086819049,5358.354086819049,5358.354086819049,5358.354086819049,5358.354086819049,5358.354086819049,0.0,0.0,0.0,947559.9804455034
2018-05-08,942331.209577708,904096.7683812777,955823.8205826362,941584.7924956614,943020.6373859005,-13730.765789724637,-13730.765789724637,-13730.765789724637,-13730.765789724637,-13730.765789724637,-13730.765789724637,0.0,0.0,0.0,928600.4437879834
2018-05-09,942460.7927967317,886153.0640007408,933803.6968163862,941708.9918802804,943158.5150878207,-31187.45502502463,-31187.45502502463,-31187.45502502463,-31187.45502502463,-31187.45502502463,-31187.45502502463,0.0,0.0,0.0,911273.3377717071
2018-05-10,942590.3760157553,871649.380026519,919467.4432995452,941832.7901832731,943297.5225470684,-46676.57197801708,-46676.57197801708,-46676.57197801708,-46676.57197801708,-46676.57197801708,-46676.57197801708,0.0,0.0,0.0,895913.8040377382
2018-05-11,942719.9592347791,859225.3335201392,907069.1651202183,941955.4919094712,943430.0834669142,-59899.00050985742,-59899.00050985742,-59899.00050985742,-59899.00050985742,-59899.00050985742,-59899.00050985742,0.0,0.0,0.0,882820.9587249217
2018-05-12,942849.5424538028,847255.5608069832,897344.5567687483,942079.6235390522,943562.6443867597,-70599.17099650188,-70599.17099650188,-70599.17099650188,-70599.17099650188,-70599.17099650188,-70599.17099650188,0.0,0.0,0.0,872250.3714573008
2018-05-13,942979.1256728265,840019.3802577185,889716.2054775377,942203.7551686333,943701.5532797494,-78571.66791123794,-78571.66791123794,-78571.66791123794,-78571.66791123794,-78571.66791123794,-78571.66791123794,0.0,0.0,0.0,864407.4577615886
2018-05-14,943108.7088918501,833900.3920005602,883782.0856518811,942325.8988685465,943837.1872970979,-83666.73254566756,-83666.73254566756,-83666.73254566756,-83666.73254566756,-83666.73254566756,-83666.73254566756,0.0,0.0,0.0,859441.9763461825
